	genome_group	genome_hash	count	n_count	Fraction	dataset	Station	Latitude	Longitude	Depth	PE_read_count	genome_name	genome_size
1466	Euryarchaeota	b71baede37e73a56e86a045b1d63e33d	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822978|dbj|BBBE01000031.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00031, whole genome shotgun sequence	1865
1467	Cyanophage	a72a8538360159e4722ce3e92bc8d72e	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2622799_8590 /station=TARA_124 /depth=120 /filter=0.1-0.22	6203
1468	Cyanophage	f6e8a24f0f899dd4a20049b6d84d96db	18	0.0119645011833	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620014_177 /station=TARA_038 /depth=5 /filter=0-0.22	37920
1469	Cyanophage	519591b03214e76ed771523659d24068	2	0.0061378828263	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2622694_4896 /station=TARA_122 /depth=115 /filter=0.1-0.22	8213
1470	Cyanophage	165478a4cc06f7e8baa954a50c532cd9	4	0.00967106602445	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2619888_3130 /station=TARA_034 /depth=5 /filter=0.1-0.22	10425
1471	Euryarchaeota	881131f3ca2ac6911144655b367b024a	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932823005|dbj|BBBE01000004.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00004, whole genome shotgun sequence	96488
1472	MGII	5d7188a9ed6e7467b685a6a08a944039	141	0.0201592543748	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__152290	176293
1473	Synechococcus	1dd8c9b56486d604b5dde7f9e4b6bbd9	770480	8.72847880403	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence	2224914
1474	Cyanophage	044bab88ff99ff923efde82fbd605c6e	145	0.0189860428724	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|472341521|ref|NC_020855.1| Cyanophage P-RSM6 genomic sequence	192497
1475	MGII	4d33c70765f3be349acb8f68c9d5b9f0	20917	2.0969592691	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__155189	251420
1476	MGII	38fb5b9fa398b72ad1841fcebd6378d0	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|663515939|gb|KF900769.1| Uncultured marine group II/III euryarchaeote KM3_192_B10 genomic sequence	42084
1477	MGII	54b4685d31d999a744f3b643815f624a	3191	0.947917402697	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__157638	84849
1478	Uncultured_phage	8dfacd6f21a76f3b50ae70ce334c0503	33	0.0116382224778	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__156293_SAR116_phage	71469
1479	MGII_virus	b18af36ea2e34feba618d892a21af8e8	15	0.00393438059225	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__154592	96096
1480	MGII	fed8519c6389f29dc5b2b6e1ca6434f0	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__2447543	4118
1481	Cyanophage	d450b0c9a0999d85ad1940b3e7b00aef	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620004_3044 /station=TARA_038 /depth=5 /filter=0.1-0.22	6720
1482	Euryarchaeota	a3d19fff4deb7711adc404a497413386	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822991|dbj|BBBE01000018.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00018, whole genome shotgun sequence	22132
1483	Cyanophage	f75ea644ef589a74e11eeb1ac354dfca	1	0.00397370579004	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2621173_4401 /station=TARA_072 /depth=100 /filter=0-0.22	6343
1484	MGII	c3440cf054721023133f4642eee1593b	131	0.0230533364512	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__156257	143228
1485	Cyanophage	ad681e8899b1410519cd465733d106cd	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2622694_4368 /station=TARA_122 /depth=115 /filter=0.1-0.22	8872
1486	Halovirus	87919bb77887eb43a8479f5d181309e2	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|443404569|ref|NC_020158.1| Halovirus HVTV-1, complete genome	102319
1487	MGII	d4b6410d16bbb030cd19396e956549a6	6	0.00188335215827	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__367509	80299
1488	MGII	4e986d9bc778ea6bd2ff7ea2093f14e6	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|663526170|gb|KF901053.1| Uncultured marine group II/III euryarchaeote KM3_74_A11 genomic sequence	38908
1489	Cyanophage	ba4c7ed1b0489104225a36696dc73b03	11	0.0127898041373	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2619962_238 /station=TARA_036 /depth=17 /filter=0-0.22	21678
1490	Euryarchaeota	c81b033ad27709a0c24d1638c2b6b297	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822969|dbj|BBBE01000040.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00040, whole genome shotgun sequence	681
1491	MGII	7a613c8787ec27a3c0679fee1ccca5d3	1	0.00123621638267	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__367655	20389
1492	MGII	6b869cfde771592b82279c412c5aca77	7	0.00195134277227	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__1209332	90418
1493	SAR11	658393987e8720edadbe9513b44d4c7c	3009773	55.1699402593	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence	1375060
1494	Cyanophage	b091c6d83853c37ee83293845ba5e048	442	0.0582688113977	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|326783979|ref|NC_015288.1| Prochlorococcus phage Syn1, complete genome	191195
1495	Cyanophage	cb9b40de1fcb3da7b0f6eb62d1a1e6f5	3	0.00194715062777	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|472341815|ref|NC_020857.1| Cyanophage MED4-117 genomic sequence	38834
1496	Uncultured_phage	3fc3273bc56b36d7c67f808021eec9da	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__154839_phage	53520
1497	Cyanophage	b6045dd7874016ed8077ecf5f498ed7c	12	0.0209563216181	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620078_1066 /station=TARA_039 /depth=5 /filter=0-0.22	14433
1498	Cyanophage	d263f720f0de0cd6f25fca938c1f5ece	419	0.0610888854701	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|418487144|ref|NC_019443.1| Synechococcus phage metaG-MbCM1, complete genome	172879
1499	Uncultured_phage	1d04b5164cb58543f68e2454476252dd	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__155256_phage	52029
1500	MGII	ef3cc855ea2a03e5ec98be24202b5624	3	0.00528669841842	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__412943	14303
1501	Uncultured_phage	b8a826ff187df28f88929d83edcb51b6	39	0.0141549321375	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__155255_phage	69446
1502	SAR116	6b845873e123dcf4ccf8c652576d09b1	1	0.000176617190169	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	NZ_AFXB01000008.1 SAR116 cluster alpha proteobacterium HIMB100 contig8, whole genome shotgun sequence	142711
1503	SAR116	ff3c408860c04d599bec0bca75c9f77e	1	0.000685334053679	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	NZ_AFXB01000005.1 SAR116 cluster alpha proteobacterium HIMB100 contig5, whole genome shotgun sequence	36778
1504	SAR116	a2ce005e2a19d7287ee2bd25b5e55971	16	0.00658228525853	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	NZ_AFXB01000002.1 SAR116 cluster alpha proteobacterium HIMB100 contig2, whole genome shotgun sequence	61268
1505	SAR116	09234f657cabe917e8cf9dc0aaadd745	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	NZ_AFXB01000003.1 SAR116 cluster alpha proteobacterium HIMB100 contig3, whole genome shotgun sequence	30717
1506	SAR116	db86585cb551d5c7747f28e2553d951b	33	0.00340710084531	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	NZ_AFXB01000004.1 SAR116 cluster alpha proteobacterium HIMB100 contig4, whole genome shotgun sequence	244129
1507	MGII_virus	9910c3ed60ea261e51c35c08abf62ee5	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620078_38	94102
1508	Halovirus	f0a09d1f6102da0977952375b4475e56	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|509140160|ref|NC_021327.1| Halovirus HCTV-5, complete genome	102105
1509	Euryarchaeota	8240c9371003f0786be345fefe69d9ee	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822972|dbj|BBBE01000037.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00037, whole genome shotgun sequence	939
1510	Euryarchaeota	64f933c865bfe77bb9182ea6541f77bb	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932823008|dbj|BBBE01000001.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00001, whole genome shotgun sequence	465255
1511	Roseobacter_phage	0d65beade4848d49021c8145f4544090	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|9964607|ref|NC_002519.1| Roseobacter phage SIO1, complete genome	39898
1512	Euryarchaeota	935a49d2f0e1d884d32acb78a18fe5b6	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822974|dbj|BBBE01000035.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00035, whole genome shotgun sequence	1177
1513	MGII	3bc58051098f4248f98619506973afa3	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__2314329	2816
1514	MGII_virus	301d83db1d76369d2b53d4acf18f1e46	1	0.000273108850647	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2621151_104	92290
1515	MGII_virus	1afaeedd5afa425942c445f666d5344d	3	0.000640544583001	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__156409	118049
1516	Euryarchaeota	6a2febaab7319f825591ad51a17c2cf7	653	0.0806229105086	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932823007|dbj|BBBE01000002.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00002, whole genome shotgun sequence	204148
1517	MGII	67db24533894a8e101cfb4897967df79	3	0.00302728991427	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__155937	24978
1518	Euryarchaeota	51bac63bf5988ce37fdf1c5d8ce7634f	6	4.80399331765e-05	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|385802382|ref|NC_017459.1| Haloquadratum walsbyi C23 complete genome	3148033
1519	MGII	a70e8a02337fcd124857e3149c4ed229	3	0.00128212095357	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__156469	58977
1520	Euryarchaeota	d914c82014bbcb67671b315e5e0201ae	1758	0.020175502158	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|288892655|gb|CP001899.1| Ferroglobus placidus DSM 10642, complete genome	2196266
1521	MGII	6fd110929c3138baad44331c02213f77	88	0.015523494532	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__159728	142884
1522	MGII	26bea47ea11d41e56515006673886ab0	27	0.00855821661877	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__1205646	79519
1523	MGII	1c662196f135daaaffa12bd2540752ca	3	0.0111379654557	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__418747	6789
1524	MGII	8e73b3a8a5f66fba0e53c10d537cb429	990374	12.0934814463	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	ENA|CM001443|CM001443.1 uncultured marine group II euryarchaeote chromosome, whole genome shotgun sequence. 	2064136
1525	MGII	182202ca4e5fd4cbf09785232a6b766b	22	0.0054630918423	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__152276	101502
1526	Euryarchaeota	1c26e6ac2e30ab04e094cf4950ae5e2e	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822985|dbj|BBBE01000024.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00024, whole genome shotgun sequence	4118
1527	Prochlorococcus	0eb9432d2d6360d1e041fa144d9b6c11	1785605	26.4095723713	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome	1704176
1528	Uncultured_phage	017fff5f96c4e9f3ecfb78ef0d0c1341	42	0.0188567699448	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__158275_phage	56140
1529	MGII	339a11c9fbc20afce016d9ef6c789e96	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|482770381|gb|ARPJ01000001.1| Marine group II euryarchaeote SCGC AAA288-C18 A288C18DRAFT_2505694915.1_C, whole genome shotgun sequence	70285
1530	Euryarchaeota	a16941d6e2509ea3764b2a64742c322a	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822977|dbj|BBBE01000032.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00032, whole genome shotgun sequence	1449
1531	Euryarchaeota	59ecb0e14c847d4e33ef792120381d65	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822982|dbj|BBBE01000027.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00027, whole genome shotgun sequence	2325
1532	MGII	4a9c8747b7c56abf5de9ff52eaeb2c65	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__2498119	2681
1533	MGII	b2357f1ce9bb484731c646c8c84542fb	3	0.0040206118721	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__347528	18807
1534	MGII	6b480bfc649fd78b62cca13a98f92f16	13	0.00184773341834	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__172446	177335
1535	Cyanophage	d22a0af4a7860a53341e5edda689e011	6	0.0136588958596	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2621173_2106 /station=TARA_072 /depth=100 /filter=0-0.22	11072
1536	MGII	0a15dce371a33035be2f0aee5c8e5117	3	0.00418621754297	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__157517	18063
1537	Euryarchaeota	bdd86345c53282a14ecd785cfa1b4ae2	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822984|dbj|BBBE01000025.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00025, whole genome shotgun sequence	3824
1538	Cyanophage	f6a091806a6079ca9234537b2177b76d	2	0.00492193240114	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2622799_4583 /station=TARA_124 /depth=120 /filter=0.1-0.22	10242
1539	Euryarchaeota	f85a93f6b10cbaf17d539d22e9332b7f	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822973|dbj|BBBE01000036.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00036, whole genome shotgun sequence	1091
1540	Prochlorococcus	8e038047f40341068e99881350501927	15346147	220.893932451	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome	1751080
1541	SAR116	0dafb4aa9e8b1bb83a0b200d446ec278	7443964	160.70948721	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	NZ_AFXB01000010.1 SAR116 cluster alpha proteobacterium HIMB100 contig10, whole genome shotgun sequence	1167490
1542	MGII	656359dcbf52294a89fe80b0e0a543c6	0	0.0	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__2441869	2132
1543	MGII	b23a2f71f062b689ebb32920559f5916	116	0.0155157249797	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__152292	159845
1544	MGII_virus	301d83db1d76369d2b53d4acf18f1e46	4	0.000926655878349	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	SAMEA2621151_104	92290
1545	Euryarchaeota	8f69be0be506a44878a909bff44101b8	0	0.0	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|932822986|dbj|BBBE01000023.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00023, whole genome shotgun sequence	4341
1546	Euryarchaeota	c127e86973eb8b7b633f4637d4b3d883	0	0.0	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|932822975|dbj|BBBE01000034.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00034, whole genome shotgun sequence	1365
1547	MGII	a79a89db0349892cbe51525c92cbd0bb	23199	2.68466997346	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__156040	184753
1548	Prochlorococcus	3ae5e734b7686a101252fcbe401886da	1657705	20.3832416542	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome	1738790
1549	Uncultured_phage	07289743cc9f6cb00a56a665f2a3b005	45	0.0201232362614	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__160110_phage	47811
1550	SAR116_Phage	6cac5ef27b5bb375bad180ca8be5b842	4	0.00154699668993	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|526244935|ref|NC_021864.1| Puniceispirillum phage HMO-2011, complete genome	55282
1551	Cyanophage	0c92188f8bed66f363e58b34fe2c9bf5	2	0.000925272331035	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|148724443|ref|NC_009531.1| Cyanophage Syn5, complete genome	46214
1552	Synechococcus	294a3f47a65c5a1743e833ae95d0f637	4282556	35.1250653873	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome	2606748
1553	Cyanophage	20eb985a94b1a4baca0c52c540cdbab7	10	0.00544970120137	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	SAMEA2622736_279440 /station=TARA_123 /depth=150 /filter=0.1-0.22	39232
1554	MGII	f354e982e7da93ed3af2c8f84964cc25	11	0.00502957539105	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__403162	46760
1555	Euryarchaeota	f1958ab9a99f217ddc72579b96611e3e	0	0.0	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|932823000|dbj|BBBE01000009.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00009, whole genome shotgun sequence	82519
1556	Cyanophage	355ddc067ef5b0a90e8eaf638bfabc14	0	0.0	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	SAMEA2619888_5466 /station=TARA_034 /depth=5 /filter=0.1-0.22	7649
1557	Euryarchaeota	f99450e50963d34400448fc2d38bebba	0	0.0	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|932822981|dbj|BBBE01000028.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00028, whole genome shotgun sequence	2198
1558	MGII	4d33c70765f3be349acb8f68c9d5b9f0	8722	0.7417019145	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__155189	251420
1559	MGII	f26b0f74740a9323ff7cf08be9e60604	514	0.139285131943	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__157847	78899
1560	Cyanophage	165478a4cc06f7e8baa954a50c532cd9	1	0.0020508650123	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	SAMEA2619888_3130 /station=TARA_034 /depth=5 /filter=0.1-0.22	10425
1561	MGII	0a15dce371a33035be2f0aee5c8e5117	7	0.00828554914868	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__157517	18063
1562	Euryarchaeota	f49d9f096c003c9a81bd57b6d41046a7	0	0.0	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|932822988|dbj|BBBE01000021.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00021, whole genome shotgun sequence	5398
1563	MGII	1c662196f135daaaffa12bd2540752ca	6	0.0188955083988	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__418747	6789
1564	Euryarchaeota	51bac63bf5988ce37fdf1c5d8ce7634f	8	5.43330206595e-05	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|385802382|ref|NC_017459.1| Haloquadratum walsbyi C23 complete genome	3148033
1565	MGII_virus	63be4f1f9347ff68268e519c05affbbf	20	0.00796107676244	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__154676 Group B? Split DNA pol  Candidate tRNA Predictions in BED format:	53712
1566	MGII	ba8de44645a7ed6cca4c586892fbfc2f	7	0.00476357101892	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__390204	31418
1567	MGII_virus	1d0c8edc90633df0840edcb1970241b8	0	0.0	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	SAMEA2619923_17	102781
1568	MGII	ef3cc855ea2a03e5ec98be24202b5624	4	0.00597924009039	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__412943	14303
1569	Cyanophage	49e6164297ec0b0e47191950180468d4	0	0.0	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|331028007|ref|NC_015465.1| Synechococcus phage S-CBS3, complete genome	33004
1570	Euryarchaeota	a3d19fff4deb7711adc404a497413386	0	0.0	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|932822991|dbj|BBBE01000018.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00018, whole genome shotgun sequence	22132
1571	Cyanophage	cb9b40de1fcb3da7b0f6eb62d1a1e6f5	17	0.00935944151529	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|472341815|ref|NC_020857.1| Cyanophage MED4-117 genomic sequence	38834
1572	MGII	54b4685d31d999a744f3b643815f624a	3293	0.829770789418	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__157638	84849
1573	Roseobacter_phage	0d65beade4848d49021c8145f4544090	0	0.0	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|9964607|ref|NC_002519.1| Roseobacter phage SIO1, complete genome	39898
1574	MGII	258cd229425a35ad39eef1e707d00fab	63444	13.5482391863	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__344836	100120
1575	MGII_virus	ca46d0f32d64d17530afd51851c136d3	2	0.000670606227753	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__155057	63764
1576	Cyanophage	f75ea644ef589a74e11eeb1ac354dfca	1	0.00337068701769	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	SAMEA2621173_4401 /station=TARA_072 /depth=100 /filter=0-0.22	6343
1577	Euryarchaeota	d07b9c8628faa09fa7a7a9f7b28a586e	0	0.0	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|932822983|dbj|BBBE01000026.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00026, whole genome shotgun sequence	2720
1578	MGII	579f11f66207bda055fe72553d706e14	12	0.0054922124639	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__156895	46714
1579	Euryarchaeota	e39653a22439cd6ec1e9b5136bcb072e	0	0.0	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|932822989|dbj|BBBE01000020.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00020, whole genome shotgun sequence	5883
1580	Euryarchaeota	1c26e6ac2e30ab04e094cf4950ae5e2e	0	0.0	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|932822985|dbj|BBBE01000024.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00024, whole genome shotgun sequence	4118
1581	Uncultured_phage	b8a826ff187df28f88929d83edcb51b6	15	0.00461803439072	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__155255_phage	69446
1582	SAR11	37b6dfae2296d915aadef66678c4b4ba	1073529	16.4415378119	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence	1395997
1583	Cyanophage	519591b03214e76ed771523659d24068	5	0.0130161133284	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	SAMEA2622694_4896 /station=TARA_122 /depth=115 /filter=0.1-0.22	8213
1584	Euryarchaeota	b68e82dcffd84ddc7b8c7ac2c908b79b	0	0.0	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|932823002|dbj|BBBE01000007.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00007, whole genome shotgun sequence	86596
1585	MGII	34ca9520c481bd520c7cd13698babd07	2789	0.387695892615	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__152209	153805
1586	MGII	3c571a295dbba22dcf45957159cdc242	325	0.0914492323256	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__1205742	75983
1587	MGII	cb8a73007236dcb3edb2eff36f62937b	4369	2.40191282627	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|170516806|gb|EU556724.1| Uncultured marine group II euryarchaeote DeepAnt-15E7 genomic sequence	38890
1588	SAR11	8c6a88095c19dea562223f8fda8afc3e	1424097	21.2383799835	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence	1433611
1589	MGII_virus	68b78412a7f11f18f4a50f5605957f04	2	0.000699467317266	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	contig__172037	61133
1590	Cyanophage	b091c6d83853c37ee83293845ba5e048	23	0.0025719613919	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|326783979|ref|NC_015288.1| Prochlorococcus phage Syn1, complete genome	191195
1591	Cyanophage	f6e8a24f0f899dd4a20049b6d84d96db	12	0.00676590751684	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	SAMEA2620014_177 /station=TARA_038 /depth=5 /filter=0-0.22	37920
1592	MGII	3ebe5a78b626ed68771cc76a2e9bcff5	1	0.000583777516198	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|663530238|gb|KF901159.1| Uncultured marine group II/III euryarchaeote KM3_88_H06 genomic sequence	36624
1593	Synechococcus	f1eb2c1bca17fba504a38cb916f5c892	4235319	40.5186682108	BACT	ER18	Eilat	34.97	29.53	5.0	46772099.0	gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome	2234828
