	genome_group	genome_hash	count	n_count	Fraction	dataset	Station	Latitude	Longitude	Depth	PE_read_count	genome_name	genome_size
1597	Cyanophage	376803a97948d742149e460c5f9f1169	323	0.0431596161408	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|966198239|ref|NC_028663.1| Cyanophage P-TIM40, complete genome	188632
1598	MGII	d16c939b4b4038355588b3b6708b6fb0	7472	1.20191054375	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__154640	156695
1599	Crenarchaeota	eaa5b12e32fc179a2ba580563c42833e	1202	0.0184145289119	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|160338813|gb|CP000866.1| Nitrosopumilus maritimus SCM1, complete genome	1645259
1600	MGII_virus	cc494ca52718071f37103a120d78b112	1	0.000267457723113	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2619903_161	94240
1601	MGII_virus	304524a2b6692ffb42363678ded8bace	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2619950_102	102994
1602	MGII_virus	e5c431bb485aa1f53e7d70757d569c40	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620078_50	104411
1603	Cyanophage	42b81963f54377986bd8aac34c4643f4	20	0.0196831172748	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2619686_1031 /station=TARA_018 /depth=60 /filter=0-0.22	25611
1604	Cyanophage	a1a4484522e7f197e93087a5e39ad10b	11	0.0459187436383	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620812_6831 /station=TARA_064 /depth=5 /filter=0-0.22	6038
1605	Cyanophage	f2ca6439cbeb29ef429cb9dcc04efade	56	0.00739818378558	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|326781756|ref|NC_015279.1| Synechococcus phage S-SM2, complete genome	190789
1606	Euryarchaeota	c63c475535cd2d837431f59c16915ee4	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932823006|dbj|BBBE01000003.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00003, whole genome shotgun sequence	153738
1607	SAR116	5d9ed38b79c583a0b30811a9ed0939f0	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|294083570:675264-676151 Candidatus Puniceispirillum marinum IMCC1322, complete genome	888
1608	Cyanophage	dffc692e00cfa653e11cf72b29b5dd32	61	0.0340339597441	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|388483859|ref|NC_006882.2| Prochlorococcus phage P-SSP7, complete genome	45176
1609	Cyanophage	38b99740a870581c2ab4437f6753629e	744	0.103619137099	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|472340220|ref|NC_020845.1| Cyanophage MED4-213, complete genome	180977
1610	MGII_virus	2871a030d5f4d04037a9b6f405e19c5a	16	0.00365326074119	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	Z1	110390
1611	MGII_virus	389fd651c4ca3b76da9a807a2b49a3f9	1	0.000296675052981	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	X_contig__155773 DNApol similar to the split but is not a split	84959
1612	MGII	f0b26e0d7b784d572cdc58bfe2bb4ec1	37	0.0110725071305	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__154932	84226
1613	MGII	a9c3fbec81ba3d304bbda624939496f5	5548	0.662653948309	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__158356	211028
1614	Euryarchaeota	9f2a5a4f25b2a444982caa0684a5ddec	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822994|dbj|BBBE01000015.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00015, whole genome shotgun sequence	30537
1615	Cyanophage	367bbaaa2e2f57c2d434092e94455763	4	0.0108351277061	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620094_1815 /station=TARA_039 /depth=25 /filter=0-0.22	9305
1616	Uncultured_phage	65e4316453507f114515ff0434ac44bd	5	0.00243331169159	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__164390_phage	51792
1617	Synechococcus	f1eb2c1bca17fba504a38cb916f5c892	800472	9.02801894501	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome	2234828
1618	MGII	374d112a90d61db8c233e986d45061dd	7	0.00259736652657	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__157656	67929
1619	MGII	2487ad689f0700fdf0386f4abc4bf57c	4	0.00065105783597	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__156027	154857
1620	Cyanophage	cc92fe0361fa718786cfd15f8f5f90fc	3	0.0118389928728	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2619791_5652 /station=TARA_025 /depth=50 /filter=0-0.22	6387
1621	Euryarchaeota	f99450e50963d34400448fc2d38bebba	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822981|dbj|BBBE01000028.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00028, whole genome shotgun sequence	2198
1622	MGII_virus	954166d7cce519dc8f98283b0288d990	2	0.000482474963893	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__155688	104483
1623	Cyanophage	96a7b1bbf4b54b267e559ad999f994c8	118	0.0170652406546	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|326783215|ref|NC_015285.1| Prochlorococcus phage Syn33, complete genome	174285
1624	SAR11	37b6dfae2296d915aadef66678c4b4ba	902326	16.291812644	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence	1395997
1625	MGII	be15da15e189a0bf9bfc096d16e1d1ea	300	0.0529632608242	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__158854	142770
1626	SAR11	8e11ad3e05b209639eb00032621b696c	634877	12.2270118548	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome	1308759
1627	Euryarchaeota	c127e86973eb8b7b633f4637d4b3d883	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822975|dbj|BBBE01000034.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00034, whole genome shotgun sequence	1365
1628	MGII_virus	1ab1e0133df14226dd7900da4f82e01d	3	0.000713765916977	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__154566	105939
1629	SAR116	3ab1ff6d028e2f1765b11b18f23b8cae	8	0.000656093235145	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	NZ_AFXB01000001.1 SAR116 cluster alpha proteobacterium HIMB100 contig1, whole genome shotgun sequence	307337
1630	SAR116	506e83bd223300ae6271d68a6fa5120b	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	NZ_AFXB01000007.1 SAR116 cluster alpha proteobacterium HIMB100 contig7, whole genome shotgun sequence	85335
1631	Cyanophage	a04b70aebc69aea82b0cd695cda86b35	2	0.00400400569122	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620894_1263 /station=TARA_065 /depth=30 /filter=0.1-0.22	12590
1632	Cyanophage	2af8aea700d4534ade0ffe6b9c7e6e00	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|356870794|ref|NC_016164.1| Synechococcus phage S-CBS1, complete genome	30332
1633	MGII_virus	ec217253134190ffba70b809531248a7	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620094_9	109805
1634	Uncultured_phage	1e942354b8cefc0d11af69b4c6557b45	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__155537_phage	63643
1635	MGII_virus	ca46d0f32d64d17530afd51851c136d3	2	0.000790578251873	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__155057	63764
1636	MGII_virus	466fbeb45467972549dd4cc22276a97e	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620879_23	93879
1637	MGII	4a1743f8da64feca9e97662122c1ba53	13	0.00242808620843	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__172500	134949
1638	MGII	cb8a73007236dcb3edb2eff36f62937b	4875	3.15956356783	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|170516806|gb|EU556724.1| Uncultured marine group II euryarchaeote DeepAnt-15E7 genomic sequence	38890
1639	Prochlorococcus	41395afd3460252eef1e5e1f3b347536	918973	12.4215840266	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome	1864731
1640	MGII_virus	cd5ee01db6380a109a1ad3d2eac1ab55	1	0.000261616871068	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620256_34	96344
1641	MGII	c9d3e2fbf1bdac6a55a4553a34e744f0	5	0.00300441221377	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__158470	41947
1642	MGII	579f11f66207bda055fe72553d706e14	1	0.000539564495145	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__156895	46714
1643	Prochlorococcus	3a7029d4297604cd7c5288ec6bc85724	1286887	19.5636068848	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome	1657990
1644	MGII	d4aabdb483cea2cb83826488296a6742	2	0.0011881126506	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__173007	42429
1645	MGII	35c1af6e5eda2905fcf4c987c9b1235c	87	0.0121847548544	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__173937	179967
1646	SAR11	7f5d1435b7cf76f187f136ea9c973228	1676829	30.2969831562	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence	1395018
1647	Euryarchaeota	17d1fbfc42024b86a59a24bb16b1d787	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932823004|dbj|BBBE01000005.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00005, whole genome shotgun sequence	96478
1648	Euryarchaeota	c466a8eed0ae163dba5ddc3a5b22d482	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822987|dbj|BBBE01000022.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00022, whole genome shotgun sequence	5101
1649	MGII_virus	9f39ff00bb2361a6f2ca57bf13da56af	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620991_38	91135
1650	SAR116_Phage	6cac5ef27b5bb375bad180ca8be5b842	3	0.00136781678446	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|526244935|ref|NC_021864.1| Puniceispirillum phage HMO-2011, complete genome	55282
1651	MGII	0a4d42aa39ee1d656370599e4c958fc5	12	0.00461972430832	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__172640	65472
1652	Cyanophage	0349bfb700b2f841be42be3a501633fe	2	0.00824373371258	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620078_7852 /station=TARA_039 /depth=5 /filter=0-0.22	6115
1653	MGII	8586ceb4c5e2ee96e910beb46cf09baf	3	0.000907511191266	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__156856	83322
1654	Cyanophage	126daea7cb41406f686dbe50a98dca81	364	0.047181845376	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|255928922|ref|NC_013085.1| Synechococcus phage S-RSM4, complete genome	194454
1655	Euryarchaeota	b67c4a47e31e0bd3c8712ea6940bec3e	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822979|dbj|BBBE01000030.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00030, whole genome shotgun sequence	1955
1656	MGII_virus	5e4a7cf8ce806279a14e631ee78c9323	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620879_17	97621
1657	MGII_virus	cbf2db1c15167953bf11d3db5cc289b9	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2621173_5	102711
1658	Euryarchaeota	d07b9c8628faa09fa7a7a9f7b28a586e	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822983|dbj|BBBE01000026.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00026, whole genome shotgun sequence	2720
1659	MGII_virus	93ed4de81d1e165e49723c892ef57243	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2621085_75_2	105626
1660	Cyanophage	bfd475119efb1baa1c91a4409c3239b0	3	0.00167457972492	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2619791_458 /station=TARA_025 /depth=50 /filter=0-0.22	45155
1661	MGII_virus	cad91562d22fd21280ae3941b8d0e1c9	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2621085_54	96049
1662	MGII	c756c8241cb7523552193850f2fe0665	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__3236544	2423
1663	SAR11	8c6a88095c19dea562223f8fda8afc3e	1501835	26.40470484	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence	1433611
1664	Uncultured_phage	facfc719c79f973070be0afa9116cc53	29	0.0126078249441	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__176529_SAR116_phage	57976
1665	MGII	4997286285315acda0a42f15d7f1b5ea	20839	2.08913965716	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	Eury_MGII_archaea contig__155189	251420
1666	Euryarchaeota	b68e82dcffd84ddc7b8c7ac2c908b79b	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932823002|dbj|BBBE01000007.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00007, whole genome shotgun sequence	86596
1667	MGII	a8b6137ae2453c67945e42dd2d56dd0c	6513	1.51577598453	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__158556	108302
1668	Crenarchaeota	10bec8571527712ce29ca5fa18e2414f	503	0.00969951286061	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|756979970|ref|NZ_KI911318.1| Desulfurococcus amylolyticus Z-533 genomic scaffold scaffold1, whole genome shotgun sequence	1307099
1669	Euryarchaeota	757266918d1450e9a79ebb633f20b48b	9470	0.0963210917853	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|126177952|ref|NC_009051.1| Methanoculleus marisnigri JR1, complete genome	2478101
1670	MGII	2b2dce9ced89e317e51e37c5660ba588	17077	15.4458488773	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__156581	27867
1671	MGII_virus	a65af550e93971815c6159b37c576d8d	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__154564 thermosome	96892
1672	MGII	b21a5bfca1812440d510ffc3e276ebed	25	0.00696245906982	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__157643	90504
1673	Prochlorococcus	c3355f2daa823304da8a5f204955f2b2	1025787	14.0296254579	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome	1842899
1674	MGII	a299987148f42490acf66b4e710c8c6a	54781	38.5699859822	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__389883	35799
1675	SAR11	34b42784973a37a0c72b7383a24a57ee	545424	10.3832678026	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence	1324008
1676	MGII_virus	694324f7d2e0808591ed7410c8eea0ad	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2619791_70	106050
1677	Euryarchaeota	e39653a22439cd6ec1e9b5136bcb072e	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822989|dbj|BBBE01000020.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00020, whole genome shotgun sequence	5883
1678	Uncultured_phage	d51e6446a49434418901bfc92c1b4bf3	23	0.00646842846148	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__154829_alpha_phage	89623
1679	Euryarchaeota	7cdb38d70dd2e1def9f3633410d690fa	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822992|dbj|BBBE01000017.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00017, whole genome shotgun sequence	24006
1680	MGII	082ebca091d9b65cc9324332993a777a	60	0.0191679503862	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	Eury_contig__182440	78898
1681	MGII_virus	8247b1bb85c6a05834b51271f0c5ef23	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620014_23	105628
1682	Cyanophage	e1d3fceac37b1441f116eb9865b8eb84	155	0.0154782096101	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|265525079|gb|GU071092.1| Prochlorococcus phage P-SSM2, complete genome	252407
1683	MGII_virus	67cac3c5a6b8923c8f2e4dcb0163be26	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2622821_47	97372
1684	Cyanophage	588d9ff15714092a51ed4f06e0a02090	518	0.0740035697167	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|326782732|ref|NC_015283.1| Prochlorococcus phage P-RSM4, complete genome	176428
1685	MGII_virus	b67f2c471d3bcd980e0daf08e7e10d42	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2619888_18	106776
1686	MGII	3c2ef9c65b0f3424cddb62c38a06058f	183	0.0488070016316	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__152314	94506
1687	Cyanophage	50de7c01090dec5d0d9bc82584d1131e	12	0.0335547581445	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2619950_1649 /station=TARA_036 /depth=5 /filter=0-0.22	9014
1688	MGII	ea618c6ddf391139c2c7c7bcb74d714f	143	0.0246445943888	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__172706	146253
1689	Synechococcus	f281517deca2898c8275b06f6f599367	634610	6.37102928573	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome	2510659
1690	MGII	61c89861d20f65e76b0921a264d386ab	10	0.00291258459495	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__157361	86539
1691	MGII	f2bdb09f7befeea6945c389b339735f0	2	0.00170599450582	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__400168	29549
1692	SAR11_Phage	d5f367ab54b642e92d56052f007ee5cd	114	0.0195092108049	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|460042436|ref|NC_020484.1| Pelagibacter phage HTVC008M, complete genome	147284
1693	Uncultured_phage	1720ce7f2bdc976e6eb702ea762b0a67	128	0.0669100258359	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__156190_phage	48218
1694	Synechococcus	2b09bd6e04204d8f7eae98f1ccac97d7	728932	7.56183031839	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1	2429688
1695	Cyanophage	ffef92a620d53a5edcd431b12716af69	457	0.0646218695902	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|312281391|ref|NC_006884.2| Prochlorococcus phage P-SSM4, complete genome	178249
1696	Euryarchaeota	b71baede37e73a56e86a045b1d63e33d	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822978|dbj|BBBE01000031.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00031, whole genome shotgun sequence	1865
1697	Cyanophage	a72a8538360159e4722ce3e92bc8d72e	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2622799_8590 /station=TARA_124 /depth=120 /filter=0.1-0.22	6203
1698	Cyanophage	f6e8a24f0f899dd4a20049b6d84d96db	18	0.0119645011833	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620014_177 /station=TARA_038 /depth=5 /filter=0-0.22	37920
1699	Cyanophage	519591b03214e76ed771523659d24068	2	0.0061378828263	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2622694_4896 /station=TARA_122 /depth=115 /filter=0.1-0.22	8213
1700	MGII_virus	79ef58e8896a8180fade5d68efe79d72	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620947_256	107544
1701	Cyanophage	165478a4cc06f7e8baa954a50c532cd9	4	0.00967106602445	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2619888_3130 /station=TARA_034 /depth=5 /filter=0.1-0.22	10425
1702	Euryarchaeota	881131f3ca2ac6911144655b367b024a	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932823005|dbj|BBBE01000004.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00004, whole genome shotgun sequence	96488
1703	MGII_virus	4c9122896711021519fd392d1a04a875	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2619903_78	106012
1704	MGII_virus	02371106a19ff000140973baf116de33	1	0.000261861489665	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620094_25	96254
1705	MGII	5d7188a9ed6e7467b685a6a08a944039	141	0.0201592543748	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__152290	176293
1706	Synechococcus	1dd8c9b56486d604b5dde7f9e4b6bbd9	770480	8.72847880403	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence	2224914
1707	MGII_virus	fa45ecd316869b308c0ec96b9506fa76	1	0.000244000153206	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620947_89	103300
1708	MGII_virus	067818cbe750e84a2079e8976e77f2c3	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620384_30	107302
1709	Cyanophage	044bab88ff99ff923efde82fbd605c6e	145	0.0189860428724	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|472341521|ref|NC_020855.1| Cyanophage P-RSM6 genomic sequence	192497
1710	MGII	4d33c70765f3be349acb8f68c9d5b9f0	20917	2.0969592691	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__155189	251420
1711	MGII	38fb5b9fa398b72ad1841fcebd6378d0	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|663515939|gb|KF900769.1| Uncultured marine group II/III euryarchaeote KM3_192_B10 genomic sequence	42084
1712	MGII	54b4685d31d999a744f3b643815f624a	3191	0.947917402697	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__157638	84849
1713	Uncultured_phage	8dfacd6f21a76f3b50ae70ce334c0503	33	0.0116382224778	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__156293_SAR116_phage	71469
1714	MGII_virus	b18af36ea2e34feba618d892a21af8e8	15	0.00393438059225	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__154592	96096
1715	MGII	fed8519c6389f29dc5b2b6e1ca6434f0	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__2447543	4118
1716	MGII_virus	a7dd04ecfd3ceaa945fede92d37f230b	9	0.0023698764371	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2621151_45	95721
1717	Cyanophage	d450b0c9a0999d85ad1940b3e7b00aef	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2620004_3044 /station=TARA_038 /depth=5 /filter=0.1-0.22	6720
1718	Euryarchaeota	a3d19fff4deb7711adc404a497413386	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822991|dbj|BBBE01000018.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00018, whole genome shotgun sequence	22132
1719	Cyanophage	f75ea644ef589a74e11eeb1ac354dfca	1	0.00397370579004	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2621173_4401 /station=TARA_072 /depth=100 /filter=0-0.22	6343
1720	MGII	c3440cf054721023133f4642eee1593b	131	0.0230533364512	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__156257	143228
1721	MGII_virus	77cc87d0c3db21870ba195f3dd9ae65f	1	0.000226187605566	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2591132_39	111435
1722	Cyanophage	ad681e8899b1410519cd465733d106cd	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2622694_4368 /station=TARA_122 /depth=115 /filter=0.1-0.22	8872
1723	Halovirus	87919bb77887eb43a8479f5d181309e2	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|443404569|ref|NC_020158.1| Halovirus HVTV-1, complete genome	102319
1724	MGII	d4b6410d16bbb030cd19396e956549a6	6	0.00188335215827	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__367509	80299
1725	MGII	4e986d9bc778ea6bd2ff7ea2093f14e6	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|663526170|gb|KF901053.1| Uncultured marine group II/III euryarchaeote KM3_74_A11 genomic sequence	38908
1726	Cyanophage	ba4c7ed1b0489104225a36696dc73b03	11	0.0127898041373	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	SAMEA2619962_238 /station=TARA_036 /depth=17 /filter=0-0.22	21678
1727	Euryarchaeota	c81b033ad27709a0c24d1638c2b6b297	0	0.0	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|932822969|dbj|BBBE01000040.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00040, whole genome shotgun sequence	681
1728	MGII	7a613c8787ec27a3c0679fee1ccca5d3	1	0.00123621638267	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__367655	20389
1729	MGII	6b869cfde771592b82279c412c5aca77	7	0.00195134277227	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	contig__1209332	90418
1730	SAR11	658393987e8720edadbe9513b44d4c7c	3009773	55.1699402593	BACT	ER12	Eilat	34.97	29.53	5.0	39674328.0	gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence	1375060
