,Station,LONGITUDE,LATITUDE,Depth,Protocol Label,Fraction,RUN,Region,ENA-SAMPLE,genome_name,genome_group,variable,val
68573,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|372217768|ref|NC_016658.1| Cyanophage NATL1A-7, complete genome",Cyanophage,n_count,0.236439703447
68574,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,contig__152292,MGII,n_count,0.0448402370643
68575,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,SAMEA2621061_122,MGII_virus,n_count,0.000578432796819
68576,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|932822994|dbj|BBBE01000015.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00015, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
68577,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|294083570|ref|NC_014010.1| Candidatus Puniceispirillum marinum IMCC1322, complete genome",SAR116,n_count,0.14057655685
68578,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,contig__172446,MGII,n_count,0.0297742021937
68579,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,SAMEA2620094_1815 /station=TARA_039 /depth=25 /filter=0-0.22,Cyanophage,n_count,0.351334113077
68580,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|312281379|ref|NC_006883.2| Prochlorococcus phage P-SSM2, complete genome",Cyanophage,n_count,1.90393366149
68581,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,contig__155598,MGII,n_count,0.826772737254
68582,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.51701535324
68583,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,contig__158556,MGII,n_count,0.154459290756
68584,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|326783659|ref|NC_015287.1| Synechococcus phage S-SSM7, complete genome",Cyanophage,n_count,5.46971930492
68585,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,20.7367489322
68586,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|932822973|dbj|BBBE01000036.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00036, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
68587,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,gi|663515939|gb|KF900769.1| Uncultured marine group II/III euryarchaeote KM3_192_B10 genomic sequence,MGII,n_count,0.0
68588,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"NZ_AFXB01000003.1 SAR116 cluster alpha proteobacterium HIMB100 contig3, whole genome shotgun sequence",SAR116,n_count,0.0485956500744
68589,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"NZ_AFXB01000004.1 SAR116 cluster alpha proteobacterium HIMB100 contig4, whole genome shotgun sequence",SAR116,n_count,0.0250136258998
68590,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,Z1,Group_D,n_count,0.015533734946
68591,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,contig__157361,MGII,n_count,0.831516607436
68592,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|160338813|gb|CP000866.1| Nitrosopumilus maritimus SCM1, complete genome",Crenarchaeota,n_count,0.000712328226093
68593,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,contig__2498119,MGII,n_count,0.00920288521513
68594,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,contig__158356,MGII,n_count,0.0422073356592
68595,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|294083570:675264-676151 Candidatus Puniceispirillum marinum IMCC1322, complete genome",SAR116,n_count,0.0
68596,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,contig__347528,MGII,n_count,0.00590355764757
68597,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|460042257|ref|NC_020481.1| Pelagibacter phage HTVC010P, complete genome",SAR11_Phage,n_count,0.095815164736
68598,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,contig__155057,MGII_virus,n_count,0.0
68599,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|326783979|ref|NC_015288.1| Prochlorococcus phage Syn1, complete genome",Cyanophage,n_count,0.296612054181
68600,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|509140683|ref|NC_021330.1| Halovirus HCTV-1, complete genome",Halovirus,n_count,0.0
68602,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,contig__1205646,MGII,n_count,0.0466967235113
68603,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,contig__1205742,MGII,n_count,0.0552018082268
68604,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.747713593364
68605,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|509141110|ref|NC_021335.1| Halovirus HRTV-7, complete genome",Halovirus,n_count,0.0
68606,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|932822998|dbj|BBBE01000011.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00011, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
68607,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.46513499621
68608,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,contig__156469,MGII,n_count,0.0483192434802
68609,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,SAMEA2619923_17,MGII_virus,n_count,0.0
68610,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|526244935|ref|NC_021864.1| Puniceispirillum phage HMO-2011, complete genome",SAR116_Phage,n_count,0.0243239204762
68611,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,SAMEA2621173_2106 /station=TARA_072 /depth=100 /filter=0-0.22,Cyanophage,n_count,0.865736574168
68612,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,SAMEA2621151_104,MGII_virus,n_count,0.000935694803512
68613,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,contig__156409,MGII_virus,n_count,0.000940526465094
68614,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,contig__157656,MGII,n_count,0.0136206196516
68615,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,13.6985695476
68616,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,1.23159848563
68617,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,SAMEA2619686_1031 /station=TARA_018 /depth=60 /filter=0-0.22,Cyanophage,n_count,2.97585791354
68618,TARA_045,,,5.0,BACT_NUC-DNA(100L)_W0.22-1.6,BACT,ERR599054,IO,ERS489236,"NZ_AFXB01000006.1 SAR116 cluster alpha proteobacterium HIMB100 contig6, whole genome shotgun sequence",SAR116,n_count,0.0793725141285
69133,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|326782732|ref|NC_015283.1| Prochlorococcus phage P-RSM4, complete genome",Cyanophage,n_count,2.01488580985
69134,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,Eury_MGII_archaea contig__155189,MGII,n_count,1.98047633417
69135,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__157027,MGII,n_count,0.114844597655
69136,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2619950_1649 /station=TARA_036 /depth=5 /filter=0-0.22,Cyanophage,n_count,2.47854157912
69137,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__154932,MGII,n_count,0.10674638195
69138,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2622694_4368 /station=TARA_122 /depth=115 /filter=0.1-0.22,Cyanophage,n_count,0.433121298811
69139,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__173937,MGII,n_count,1.85283193412
69140,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822991|dbj|BBBE01000018.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00018, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69141,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|265525079|gb|GU071092.1| Prochlorococcus phage P-SSM2, complete genome",Cyanophage,n_count,4.43707330873
69142,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.201926942823
69143,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822995|dbj|BBBE01000014.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00014, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69144,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|851114167|ref|NZ_LN515531.1| Methanobacterium formicicum genome assembly DSM1535, chromosome : chrI",Euryarchaeota,n_count,6.46108658554e-05
69145,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|418487144|ref|NC_019443.1| Synechococcus phage metaG-MbCM1, complete genome",Cyanophage,n_count,0.666038597924
69146,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__155828,MGII,n_count,2.1487702789
69147,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2619923_17,MGII_virus,n_count,0.000479317882889
69149,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__156856,MGII,n_count,0.0588301378562
69150,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822974|dbj|BBBE01000035.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00035, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69151,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822980|dbj|BBBE01000029.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00029, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69152,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2621173_2106 /station=TARA_072 /depth=100 /filter=0-0.22,Cyanophage,n_count,0.42158933189
69153,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|460042372|ref|NC_020483.1| Pelagibacter phage HTVC019P, complete genome",SAR11_Phage,n_count,0.0163888128148
69154,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|971760222|ref|NC_028955.1| Prochlorococcus phage P-TIM68, complete genome",Cyanophage,n_count,9.87861494944
69155,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__159728,MGII,n_count,2.37705866074
69156,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2619935_167 /station=TARA_036 /depth=5 /filter=0.1-0.22,Cyanophage,n_count,1.47574813577
69157,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2620004_3044 /station=TARA_038 /depth=5 /filter=0.1-0.22,Cyanophage,n_count,0.500345333731
69158,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|509140683|ref|NC_021330.1| Halovirus HCTV-1, complete genome",Halovirus,n_count,0.0
69159,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|443404569|ref|NC_020158.1| Halovirus HVTV-1, complete genome",Halovirus,n_count,0.0
69160,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__172500,MGII,n_count,0.0717347113696
69161,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932823005|dbj|BBBE01000004.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00004, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69162,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822971|dbj|BBBE01000038.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00038, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69163,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822986|dbj|BBBE01000023.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00023, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69164,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2621151_40,MGII_virus,n_count,0.0159134218364
69165,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2619791_5652 /station=TARA_025 /depth=50 /filter=0-0.22,Cyanophage,n_count,0.545715135584
69166,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|160338813|gb|CP000866.1| Nitrosopumilus maritimus SCM1, complete genome",Crenarchaeota,n_count,0.00536736784866
69167,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__158470,MGII,n_count,0.0722288467889
69168,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|460042257|ref|NC_020481.1| Pelagibacter phage HTVC010P, complete genome",SAR11_Phage,n_count,0.121072284214
69169,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.192852806526
69170,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__154776,MGII,n_count,1.77174249245
69171,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__157656,MGII,n_count,1.16364624218
69174,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__1209332,MGII,n_count,0.723568496478
69175,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822977|dbj|BBBE01000032.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00032, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69177,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__347528,MGII,n_count,1.5409157085
69178,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__157756,MGII,n_count,1.10952999148
69179,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__155189,MGII,n_count,1.98277870097
69180,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__156469,MGII,n_count,0.0428102400972
69181,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__156895,MGII,n_count,0.0382293950506
69182,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2621151_104,MGII_virus,n_count,0.00840741302751
69183,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__172640,MGII,n_count,0.0803246324923
69184,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2620812_6831 /station=TARA_064 /depth=5 /filter=0-0.22,Cyanophage,n_count,3.78379226568
69185,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__412943,MGII,n_count,1.72562752093
69186,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__154640,MGII,n_count,1.96523034772
69187,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.92197436241
69188,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|294083570|ref|NC_014010.1| Candidatus Puniceispirillum marinum IMCC1322, complete genome",SAR116,n_count,0.0402335457428
69189,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__157361,MGII,n_count,0.112717095432
69190,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,2.80281148563
69191,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|509140160|ref|NC_021327.1| Halovirus HCTV-5, complete genome",Halovirus,n_count,0.0
69192,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__157638,MGII,n_count,1.60453506283
69193,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"NZ_AFXB01000009.1 SAR116 cluster alpha proteobacterium HIMB100 contig9, whole genome shotgun sequence",SAR116,n_count,0.0204373617039
69194,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"NZ_AFXB01000002.1 SAR116 cluster alpha proteobacterium HIMB100 contig2, whole genome shotgun sequence",SAR116,n_count,0.0950832279286
69195,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"NZ_AFXB01000005.1 SAR116 cluster alpha proteobacterium HIMB100 contig5, whole genome shotgun sequence",SAR116,n_count,0.220350614017
69196,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822996|dbj|BBBE01000013.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00013, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69197,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__172446,MGII,n_count,2.31669576925
69198,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822982|dbj|BBBE01000027.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00027, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69200,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822984|dbj|BBBE01000025.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00025, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69201,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932823008|dbj|BBBE01000001.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00001, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69202,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|372217655|ref|NC_016656.1| Cyanophage P-SSP2, complete genome",Cyanophage,n_count,0.853733044087
69203,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__158854,MGII,n_count,1.98972464545
69204,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,1.15403340849
69205,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__2314329,MGII,n_count,1.86317405742
69206,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.216413184678
69207,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2619888_3130 /station=TARA_034 /depth=5 /filter=0.1-0.22,Cyanophage,n_count,0.350878587108
69208,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2620078_1066 /station=TARA_039 /depth=5 /filter=0-0.22,Cyanophage,n_count,1.2475766589
69209,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.27506654671
69210,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__158556,MGII,n_count,1.73401514539
69211,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__154676,MGII_virus,n_count,0.0197198500038
69212,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2622331_5402 /station=TARA_109 /depth=5 /filter=0-0.22,Cyanophage,n_count,22.6182988819
69213,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.314230304976
69215,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2619686_1031 /station=TARA_018 /depth=60 /filter=0-0.22,Cyanophage,n_count,13.2193129793
69216,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__155688,MGII_virus,n_count,0.0228682312824
69217,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.25894402834
69218,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932823000|dbj|BBBE01000009.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00009, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69219,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__402223,MGII,n_count,1.83318255259
69220,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__152290,MGII,n_count,1.26233763252
69221,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822997|dbj|BBBE01000012.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00012, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69222,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__175248,MGII,n_count,0.60580408943
69223,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__418747,MGII,n_count,1.80688290749
69224,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,Z1,Group_D,n_count,0.0625906710553
